acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
353,C_353,I,A,USD,false,1,0,1000000,86630.95,,bank,Laura,Garcia,04001 Green Island Suite 629,New Mariamouth,MI,US,40002,Female,1961-09-15,895-55-1844,54.729629,-61.8231705
354,C_354,I,A,USD,false,1,0,1000000,86044.04,,bank,Kyle,Peterson,69296 Devin Path Apt. 335,Latashamouth,NM,US,66306,Male,1944-04-20,722-72-8188,135.133824,-84.6731535
355,C_355,I,A,USD,false,1,0,1000000,71242.43,,bank,Michelle,Hobbs,31348 Rebecca Mall Apt. 983,West Elizabethshire,MS,US,87638,Female,1962-01-21,015-35-2671,12.277706,43.4408345
356,C_356,I,A,USD,false,1,0,1000000,84801.35,,bank,Jeffrey,Nichols,3227 Troy Ferry Apt. 540,West Lori,CA,US,83115,Male,1959-06-04,764-31-7332,165.229016,54.5038285
357,C_357,I,A,USD,false,1,0,1000000,63597.08,,bank,Steven,Cooley,64991 Bell Corners Apt. 106,West Brittanyville,TX,US,21203,Male,1971-10-22,116-70-2216,4.403912,20.9436335
358,C_358,I,A,USD,false,1,0,1000000,59973.34,,bank,Michele,Huber,54334 Smith Glen,New Sheritown,IL,US,24740,Female,1913-01-12,463-97-6652,57.578246,46.4940195
359,C_359,I,A,USD,false,1,0,1000000,70097.68,,bank,Vanessa,Blackburn,877 Joseph Meadow Apt. 115,South Heatherchester,ID,US,45505,Female,1915-02-15,515-18-5011,-22.062263,64.055777
360,C_360,I,A,USD,false,1,0,1000000,92095.50,,bank,Shannon,Thompson,02845 Morrison Lodge,East Martin,AS,US,83823,Female,2010-11-28,278-19-4478,-60.075878,47.767885
361,C_361,I,A,USD,false,1,0,1000000,80078.62,,bank,Christopher,Coleman,167 Russell Loop Apt. 034,East Brandiberg,HI,US,49979,Male,2025-12-30,638-68-0660,-84.082929,-85.3693545
362,C_362,I,A,USD,false,1,0,1000000,78201.10,,bank,John,Khan,805 Samantha Islands,New Amber,NV,US,63978,Male,1976-10-10,644-73-7177,122.805614,64.969601
363,C_363,I,A,USD,false,1,0,1000000,54804.50,,bank,Frank,Kim,809 Brian Rapids,Conradfort,IL,US,03668,Male,1978-08-26,803-64-9587,-131.387668,63.379470
364,C_364,I,A,USD,false,1,0,1000000,73592.72,,bank,Dave,James,43026 Heather Landing Apt. 267,Garciaport,AR,US,36187,Male,2016-07-22,177-42-3597,93.566363,-73.561865
365,C_365,I,A,USD,false,1,0,1000000,59813.44,,bank,Cassandra,Kim,31527 Jennifer Trail Apt. 785,Pearsonburgh,PR,US,69427,Female,1991-05-22,136-55-4893,91.005682,-73.474894
366,C_366,I,A,USD,false,1,0,1000000,62244.20,,bank,Andrea,Kim,71269 Jeffrey Lodge,Evansport,NC,US,16416,Female,1990-08-11,834-49-3116,-104.582614,4.111668
367,C_367,I,A,USD,true,1,0,1000000,52290.17,,bank,Lauren,Lane,19691 Rose Plaza Apt. 911,North Heather,VA,US,80448,Female,2005-11-14,414-41-9617,29.496849,86.547945
368,C_368,I,A,USD,false,1,0,1000000,66807.40,,bank,Roger,Huang,7040 Campbell Fall Suite 381,Lake Suzanne,NV,US,55004,Male,1969-05-04,175-13-3019,28.294373,57.3924375
369,C_369,I,A,USD,false,1,0,1000000,73569.19,,bank,Sara,Dunn,7331 Anderson Track,South Joshuaport,NC,US,73985,Female,2011-10-11,483-51-4167,115.621318,0.316914
370,C_370,I,A,USD,false,1,0,1000000,62058.36,,bank,Steven,Torres,917 David Lakes,South Hollyfurt,HI,US,40937,Male,2007-05-10,535-40-8525,-98.853185,37.855237
371,C_371,I,A,USD,false,1,0,1000000,66671.46,,bank,Timothy,Smith,034 Hickman Stream Suite 294,West Brianburgh,NE,US,45433,Male,1927-04-23,685-47-5778,49.403339,-83.198872
372,C_372,I,A,USD,false,1,0,1000000,61378.88,,bank,Kristin,Trevino,959 Thomas Coves,Andersonmouth,MS,US,63682,Female,1996-11-20,669-63-3481,46.971072,-5.220870
373,C_373,I,A,USD,false,1,0,1000000,97875.09,,bank,Randy,Johnson,94531 David Radial Suite 075,Markfort,CT,US,00758,Male,1985-02-17,432-88-9476,-55.415939,14.076934
374,C_374,I,A,USD,false,1,0,1000000,50821.57,,bank,Heather,Morrison,149 Marilyn Viaduct,Jenniferstad,MO,US,24586,Female,1977-10-31,127-95-9184,48.356533,-0.697955
375,C_375,I,A,USD,false,1,0,1000000,53813.41,,bank,Rebecca,Brown,273 Corey Squares,North Emily,HI,US,47191,Female,1945-08-07,166-11-8801,-4.598660,38.947257
376,C_376,I,A,USD,false,1,0,1000000,78257.95,,bank,Morgan,Smith,05116 Durham Vista Suite 954,East Cynthiaborough,TN,US,87157,Female,1983-03-16,507-85-0085,91.054687,-82.586490
377,C_377,I,A,USD,false,1,0,1000000,56849.79,,bank,Andrea,Camacho,57781 Moore Plaza,Lopezstad,NH,US,21876,Female,2004-06-16,029-60-6303,154.283869,-69.000918
378,C_378,I,A,USD,false,1,0,1000000,70536.77,,bank,Lucas,Garcia,729 David Meadows,Matthewstad,MT,US,65656,Male,1932-07-28,891-23-7504,-174.263305,42.6058335
379,C_379,I,A,USD,false,1,0,1000000,52193.84,,bank,Maurice,Hammond,026 David Place,Lake John,AK,US,15559,Male,2015-06-14,789-84-5359,-77.359663,7.9413295
380,C_380,I,A,USD,false,1,0,1000000,73354.14,,bank,Timothy,May,3908 Garcia Curve,Makaylaberg,NY,US,23953,Male,1950-07-03,046-89-2807,-30.381875,3.2296985
381,C_381,I,A,USD,true,1,0,1000000,76749.04,,bank,Maria,Allen,074 Erin Fields Apt. 747,North Mitchellbury,VI,US,80334,Female,1932-08-27,797-50-1575,-85.238096,-21.5076395
382,C_382,I,A,USD,true,1,0,1000000,86930.77,,bank,Hannah,Ruiz,82976 Perry Fort Apt. 165,Samanthachester,WV,US,54459,Female,1939-01-22,120-37-5251,101.088591,-75.604599
383,C_383,I,A,USD,false,1,0,1000000,55130.76,,bank,Robert,Dixon,43416 Hill Tunnel,East Keithside,AK,US,09785,Male,1941-01-22,158-29-3337,-52.302963,-13.179360
384,C_384,I,A,USD,false,1,0,1000000,99488.73,,bank,Chad,Schneider,71072 Wiggins Union,Sampsonmouth,FM,US,61388,Male,1911-01-27,783-26-7132,-63.276590,85.4497465
385,C_385,I,A,USD,false,1,0,1000000,77428.40,,bank,Michael,Flowers,194 Gregory Squares Apt. 631,Brownmouth,MA,US,40900,Male,1982-03-29,248-81-1484,-22.384108,-80.414954
386,C_386,I,A,USD,false,1,0,1000000,85921.55,,bank,Jennifer,Sherman,965 Thomas Ville Apt. 679,Port Danielburgh,NJ,US,91680,Female,1935-07-10,425-40-2796,-134.072816,-63.332510
387,C_387,I,A,USD,false,1,0,1000000,61036.61,,bank,Marcus,Smith,2262 Holly Loaf,East Frank,MN,US,75086,Male,1991-09-21,395-04-6687,-35.999438,-21.815419
388,C_388,I,A,USD,false,1,0,1000000,60726.69,,bank,Matthew,Lang,38619 William River Suite 060,Jenkinsville,MI,US,28596,Male,1967-07-28,855-23-0586,-143.093401,-39.4349255
389,C_389,I,A,USD,false,1,0,1000000,68543.85,,bank,Thomas,Carter,732 Woods Groves Suite 618,Watsonville,CT,US,19563,Male,1935-09-30,812-76-3154,-70.053005,43.9574035
390,C_390,I,A,USD,false,1,0,1000000,51830.79,,bank,David,Newman,46488 Jonathan Neck,Lake Tina,TX,US,64281,Male,1918-12-06,493-52-3000,71.619086,-81.5286285
391,C_391,I,A,USD,false,1,0,1000000,50584.89,,bank,Michael,Cruz,98360 Thomas Viaduct,New Kimberly,UT,US,67509,Male,1996-01-20,362-68-8013,-135.680128,-80.5151765
392,C_392,I,A,USD,false,1,0,1000000,79374.98,,bank,Leah,Jones,38724 Brenda Squares,Lake Markview,DC,US,85606,Female,1946-06-16,389-68-7626,128.226441,74.506417
393,C_393,I,A,USD,false,1,0,1000000,56013.87,,bank,Derek,Manning,75301 Black Field,Paulamouth,PW,US,45275,Male,1999-09-18,082-56-9086,-42.861544,-38.448620
394,C_394,I,A,USD,false,1,0,1000000,64020.54,,bank,Mark,Robinson,57574 Walton Mills,Michaelbury,MI,US,02778,Male,1950-12-04,176-94-3152,-136.980474,14.5126115
395,C_395,I,A,USD,false,1,0,1000000,79431.31,,bank,Spencer,Peterson,526 Ashley Ville Apt. 107,East Vincentbury,VT,US,61067,Male,2013-07-19,835-46-7121,116.560586,2.6196735
396,C_396,I,A,USD,false,1,0,1000000,72491.84,,bank,Patrick,Romero,44203 Kaufman Spring,Taylorburgh,FM,US,16635,Male,1988-09-16,589-65-1427,-97.199681,13.4816075
397,C_397,I,A,USD,false,1,0,1000000,60454.22,,bank,Stephanie,Goodwin,9461 James Point,Richardberg,VT,US,68146,Female,1953-08-12,629-54-8579,49.839768,-20.0847535
398,C_398,I,A,USD,false,1,0,1000000,67040.71,,bank,Krystal,Mcclain,906 Justin Motorway Suite 321,Port Leah,DC,US,34361,Female,1965-04-17,195-35-5067,-68.231735,-29.234376
399,C_399,I,A,USD,true,1,0,1000000,61835.48,,bank,Mary,Davis,94497 Pierce Manor,Davidberg,MI,US,12869,Female,1941-05-18,444-77-8021,-159.641793,81.483428
400,C_400,I,A,USD,false,1,0,1000000,55938.96,,bank,Scott,Duncan,7670 Diaz Crossing,Nguyenport,WV,US,81432,Male,2022-10-09,065-25-5511,-40.874610,-87.8773955
401,C_401,I,A,USD,false,1,0,1000000,90270.79,,bank,Ryan,Russell,5827 Tiffany Route Suite 355,Christopherside,CO,US,66189,Male,1939-07-31,139-31-3043,-129.019439,-27.604064
402,C_402,I,A,USD,true,1,0,1000000,89554.98,,bank,Jennifer,Harper,81649 Chan Circles Suite 182,Lake Timothybury,HI,US,56719,Female,1955-04-28,447-63-1357,-106.448096,-13.9217045
403,C_403,I,A,USD,true,1,0,1000000,76844.55,,bank,Brian,Mckinney,7479 Arnold Underpass,Georgetown,GU,US,57741,Male,1929-07-12,703-03-8130,74.343461,54.134376
404,C_404,I,A,USD,false,1,0,1000000,81455.35,,bank,Marcus,Kim,8997 Newman Forges Apt. 895,Port Reneemouth,MD,US,18331,Male,1993-09-30,683-11-2061,73.397836,-50.6465855
405,C_405,I,A,USD,false,1,0,1000000,88045.54,,bank,Nicholas,Mitchell,7085 Williams Pass Suite 949,New Devinview,TN,US,19299,Male,1961-04-25,509-39-0217,84.949080,-57.3615995
406,C_406,I,A,USD,false,1,0,1000000,52208.53,,bank,Rachel,Gilbert,36036 Chris Forest,Tiffanyhaven,PA,US,71818,Female,1957-03-28,698-19-1350,170.016672,-58.0172085
407,C_407,I,A,USD,false,1,0,1000000,84449.83,,bank,Autumn,Li,03818 Madison Lake Suite 303,Dustinville,FL,US,47013,Female,1913-08-24,012-83-9813,-137.610214,-16.467437
408,C_408,I,A,USD,false,1,0,1000000,77053.76,,bank,Brenda,Roberts,9752 Garcia Ridges Apt. 382,Port Michelle,TX,US,38869,Female,1995-09-14,061-25-3501,-86.897754,12.437874
409,C_409,I,A,USD,false,1,0,1000000,82864.85,,bank,Jacob,Sanford,8302 Nicole Springs Suite 097,South Danielside,SC,US,06260,Male,1924-04-13,572-60-2138,-99.724998,56.8921355
410,C_410,I,A,USD,false,1,0,1000000,84793.44,,bank,James,Thomas,095 Larson Field Suite 586,Clarkstad,PA,US,52882,Male,1935-10-03,201-40-0227,-147.677185,25.222014
411,C_411,I,A,USD,false,1,0,1000000,50317.83,,bank,John,Owen,50493 Melanie Corners Suite 801,East Larryville,NE,US,30931,Male,2002-06-06,533-81-4952,152.200910,66.4458455
412,C_412,I,A,USD,false,1,0,1000000,92102.34,,bank,Jade,Myers,3085 Downs Crescent,New Dawnmouth,CT,US,66201,Female,1939-10-06,851-49-3263,122.922793,-87.7323625
413,C_413,I,A,USD,false,1,0,1000000,90853.27,,bank,Christopher,Guzman,4849 Paul Street Apt. 905,Carterville,NV,US,72021,Male,1971-11-04,167-45-5532,-166.936516,42.938258
414,C_414,I,A,USD,false,1,0,1000000,60817.93,,bank,Stephanie,Fox,293 Wong Drive,Johnsonfurt,GA,US,28697,Female,2002-04-11,060-71-9501,-166.684802,-44.5064305
415,C_415,I,A,USD,false,1,0,1000000,70590.45,,bank,Thomas,Joseph,8871 Angel Rest Suite 028,Harperhaven,MD,US,42359,Male,1986-06-26,351-88-4451,143.185759,8.770787
416,C_416,I,A,USD,false,1,0,1000000,66537.21,,bank,Thomas,Turner,605 Stanley Court,East Danielle,OH,US,95886,Male,1975-06-11,557-23-0600,-55.537624,-13.1019855
417,C_417,I,A,USD,false,1,0,1000000,54435.51,,bank,Megan,Perkins,72681 Carlos Passage Apt. 146,New Alice,MD,US,16823,Female,1929-03-16,016-17-2507,-79.998630,-11.5187695
418,C_418,I,A,USD,false,1,0,1000000,79143.96,,bank,Jose,Carter,255 Hunt Ramp,Port Dawn,OK,US,42058,Male,1926-12-29,686-59-1924,-85.065895,-20.7258655
419,C_419,I,A,USD,false,1,0,1000000,96240.55,,bank,Heather,Beasley,574 Bradley Loaf,West Jacobland,PA,US,32543,Female,1940-09-16,345-22-9546,165.814268,69.1323375
420,C_420,I,A,USD,false,1,0,1000000,63883.50,,bank,Nicholas,Weaver,819 Raymond Gateway,Elizabethland,RI,US,68064,Male,1979-05-17,608-50-3758,70.555540,-78.002854
421,C_421,I,A,USD,false,1,0,1000000,71355.29,,bank,Maria,Freeman,79514 Emma Club,Lake Jaime,ND,US,05737,Female,1923-10-29,206-26-7440,-48.463889,64.778559
422,C_422,I,A,USD,false,1,0,1000000,67447.94,,bank,Julia,Glenn,332 Christian Estate,Wilsonside,WY,US,40742,Female,2002-01-29,172-33-4253,167.344528,76.700337
423,C_423,I,A,USD,false,1,0,1000000,67844.98,,bank,Juan,Vasquez,22007 Trevor Shoal Apt. 155,Lopezview,ID,US,21238,Male,1964-03-08,587-60-4850,-162.872765,16.0518755
424,C_424,I,A,USD,false,1,0,1000000,72617.79,,bank,Lisa,Snyder,31326 Martinez Ranch Suite 498,Cynthiashire,VA,US,85099,Female,1995-01-06,752-74-2842,-57.271506,37.6265575
425,C_425,I,A,USD,false,1,0,1000000,84796.95,,bank,David,Thompson,838 Christian Lodge,East Mark,MI,US,57218,Male,2015-11-14,846-73-9951,46.577061,-65.063931
426,C_426,I,A,USD,false,1,0,1000000,51344.97,,bank,Danielle,Smith,85409 Pham Heights,Juliefort,HI,US,81487,Female,1983-05-27,571-79-8820,50.497349,-74.5899115
427,C_427,I,A,USD,false,1,0,1000000,54875.56,,bank,Maria,Cox,07663 Joseph Land Apt. 645,Charlesburgh,VA,US,10178,Female,1970-11-17,701-49-0737,-123.314948,-31.4714405
428,C_428,I,A,USD,false,1,0,1000000,81360.32,,bank,Travis,Marshall,31733 White Lane Apt. 901,Chandlershire,OK,US,91542,Male,2013-10-26,265-61-8326,-36.111145,50.9066805
429,C_429,I,A,USD,false,1,0,1000000,51068.07,,bank,Victor,Li,681 Jessica Path Apt. 658,North Carl,MS,US,99891,Male,2006-08-31,894-79-4882,167.644103,-42.5219715
430,C_430,I,A,USD,false,1,0,1000000,63762.90,,bank,Lisa,Bartlett,224 Mark Lock,Martinburgh,NE,US,09252,Female,1971-11-13,486-73-5578,98.496821,-46.585965
431,C_431,I,A,USD,false,1,0,1000000,58603.41,,bank,David,Castillo,30537 Terry Fields Apt. 343,Port Lisa,ND,US,00793,Male,1979-03-16,336-66-3230,-168.618253,45.9986245
432,C_432,I,A,USD,false,1,0,1000000,57847.71,,bank,Francisco,Wright,1460 Kane Extension Apt. 325,Hallfurt,WI,US,56745,Male,1943-03-11,381-21-0461,-145.519854,15.4076945
433,C_433,I,A,USD,false,1,0,1000000,86873.75,,bank,Shannon,Patterson,9125 Michael Row,South Elizabeth,IA,US,65991,Female,1916-11-12,722-65-1003,19.697620,-63.151672
434,C_434,I,A,USD,false,1,0,1000000,86622.01,,bank,Brett,Henderson,047 Clark Landing,Costaside,AS,US,50535,Male,1987-05-27,843-30-2392,121.814195,12.573472
435,C_435,I,A,USD,false,1,0,1000000,59792.80,,bank,Ryan,Smith,06431 Ashley Glens Apt. 765,New Patrick,AZ,US,56860,Male,1995-12-05,517-78-0162,-151.247434,-87.5676025
436,C_436,I,A,USD,false,1,0,1000000,60453.55,,bank,Heather,Smith,41369 Kevin Land,Hoodshire,TN,US,84202,Female,1913-06-11,620-99-4399,131.600487,-14.1135405
437,C_437,I,A,USD,false,1,0,1000000,56631.41,,bank,Heather,Dunn,6649 Johnson Union,Kendramouth,MA,US,61000,Female,1960-06-17,777-92-8016,6.588061,-10.7126215
438,C_438,I,A,USD,true,1,0,1000000,73042.76,,bank,Joshua,King,60072 Amanda Mission Suite 962,Changland,NC,US,02985,Male,1968-11-16,166-55-5381,-46.473939,-67.0710545
439,C_439,I,A,USD,false,1,0,1000000,83083.06,,bank,Jeffery,Simmons,505 Chandler Prairie,Lake Jacqueline,MT,US,72709,Male,1931-08-25,079-55-5324,131.295710,22.6048395
440,C_440,I,A,USD,false,1,0,1000000,61281.26,,bank,Janet,Proctor,6876 Shannon Islands Suite 298,Port Destiny,HI,US,10318,Female,2018-09-13,210-40-6370,-97.527562,-45.978709
441,C_441,I,A,USD,false,1,0,1000000,56725.75,,bank,Whitney,Wheeler,31145 Thompson Common,Berrychester,MO,US,49713,Female,1981-05-15,108-24-3727,82.258584,27.289685
442,C_442,I,A,USD,false,1,0,1000000,55893.81,,bank,Amanda,Horn,68721 Kim Manors Suite 248,Osborntown,LA,US,68217,Female,1939-06-14,062-92-7661,113.465982,-65.764225
443,C_443,I,A,USD,false,1,0,1000000,95612.06,,bank,Charlotte,Edwards,89233 Flores Green Apt. 398,Cameronbury,PA,US,42301,Female,1940-03-23,308-90-5263,-131.865612,52.6258045
444,C_444,I,A,USD,false,1,0,1000000,60208.18,,bank,Joseph,Reed,771 Waters Causeway Apt. 262,North Johnchester,SC,US,97273,Male,1995-04-30,621-68-8773,123.431117,44.7145115
445,C_445,I,A,USD,false,1,0,1000000,81356.53,,bank,Mark,Meyer,0936 White Meadow,Johnsonmouth,NM,US,12421,Male,1950-11-20,717-21-5441,-1.845264,34.5628095
446,C_446,I,A,USD,false,1,0,1000000,94008.32,,bank,Leslie,Smith,2065 Jessica Shore Suite 872,East Lindsayville,AS,US,46533,Female,1913-02-09,513-91-8711,16.908322,46.1322235
447,C_447,I,A,USD,false,1,0,1000000,64979.68,,bank,Larry,Sutton,142 Hernandez Forks,Gregoryhaven,UT,US,40294,Male,2000-10-24,439-15-3762,-94.452820,3.595743
448,C_448,I,A,USD,false,1,0,1000000,84337.99,,bank,Kyle,Craig,75874 Roberts Brooks,North Toddshire,LA,US,57406,Male,2022-03-03,648-29-6581,-26.496897,26.1771855
449,C_449,I,A,USD,false,1,0,1000000,57696.47,,bank,Pam,Morgan,77253 Wilkinson Islands Suite 544,Foxfort,RI,US,90841,Female,2012-02-09,883-94-0268,-170.419381,-6.3550335
450,C_450,I,A,USD,false,1,0,1000000,53163.40,,bank,Tina,Richardson,98221 Black Loop,Michaelfort,NH,US,40295,Female,1958-04-04,041-65-5335,-63.239880,56.9349345
451,C_451,I,A,USD,false,1,0,1000000,95057.82,,bank,Kimberly,Smith,6264 Derrick Drive,South Christy,PR,US,96110,Female,1998-04-28,281-61-6695,165.408371,-12.7292285
452,C_452,I,A,USD,true,1,0,1000000,73686.50,,bank,Daniel,Martinez,055 Rojas Villages,North Leeton,TX,US,08107,Male,1956-11-12,277-80-9166,-101.534713,19.3854545
453,C_453,I,A,USD,false,1,0,1000000,50381.14,,bank,Victoria,Howe,70255 Rivera Spurs,Navarromouth,UT,US,67255,Female,1973-12-29,535-25-3874,26.357775,-43.8915865
454,C_454,I,A,USD,false,1,0,1000000,68726.78,,bank,John,Anderson,96473 Robert Mills,South Jasonchester,VA,US,03141,Male,2012-02-16,081-10-1137,11.145420,-71.1998925
455,C_455,I,A,USD,false,1,0,1000000,76651.48,,bank,Timothy,King,82427 Jamie Forks,Catherinestad,VT,US,10280,Male,1983-02-21,516-64-1837,-114.801499,-56.523387
456,C_456,I,A,USD,false,1,0,1000000,84221.98,,bank,Daniel,King,247 Clark Park Suite 602,Angelaview,PR,US,13749,Male,1982-02-04,313-23-3210,12.151466,-14.3746195
457,C_457,I,A,USD,false,1,0,1000000,94645.02,,bank,Kelly,Vasquez,300 Henry Centers Apt. 685,Finleyburgh,CO,US,27075,Female,1930-06-16,553-15-1633,54.906276,-51.4878515
458,C_458,I,A,USD,false,1,0,1000000,55426.22,,bank,David,Brown,44379 Campbell Viaduct,South Katherinehaven,WV,US,64842,Male,1986-06-29,096-74-8089,90.976694,0.206663
459,C_459,I,A,USD,false,1,0,1000000,88220.88,,bank,Paula,Bell,55387 Rivera Drive,New Matthew,MH,US,49920,Female,1959-10-25,375-82-6080,-0.094027,-89.578707
460,C_460,I,A,USD,false,1,0,1000000,60589.26,,bank,Jason,Simmons,868 John Spurs Suite 319,South Stevenview,MO,US,34943,Male,1920-12-01,543-06-4335,-38.230720,-64.976341
461,C_461,I,A,USD,true,1,0,1000000,57686.99,,bank,Michael,Copeland,758 Castro Meadows Apt. 171,Tylerburgh,MD,US,38987,Male,1982-07-11,790-78-3125,-57.908522,68.9958565
462,C_462,I,A,USD,false,1,0,1000000,55421.99,,bank,Bradley,Wilkins,01911 Travis Terrace,Heidiberg,MT,US,17488,Male,1982-09-10,714-39-4235,152.306365,67.9120285
463,C_463,I,A,USD,false,1,0,1000000,61462.86,,bank,Julia,Harris,91614 Amy Lodge,East Kayla,CT,US,83641,Female,1981-02-25,574-82-1161,143.465170,16.275665
464,C_464,I,A,USD,false,1,0,1000000,90629.98,,bank,Nicholas,Henson,8160 Stephanie Road,Lake Jenniferfurt,FM,US,65595,Male,1974-05-23,598-20-3283,-129.883119,73.6349535
465,C_465,I,A,USD,false,1,0,1000000,63307.01,,bank,Michael,Owens,561 Cox Estate Apt. 049,Davidside,IA,US,13623,Male,1964-10-02,504-30-0068,113.177089,-24.164124
466,C_466,I,A,USD,true,1,0,1000000,76013.09,,bank,Autumn,Mason,6132 Richards Lodge,Johnsontown,HI,US,70216,Female,1963-01-04,326-57-4209,-168.337666,-29.541056
467,C_467,I,A,USD,false,1,0,1000000,77749.87,,bank,Chris,Wise,9487 Ryan Skyway Suite 695,Lake Curtis,IN,US,61618,Male,1938-02-12,432-72-3492,42.992050,-72.660244
468,C_468,I,A,USD,false,1,0,1000000,83857.09,,bank,Sarah,Underwood,08483 Kelly Ramp,Sandratown,LA,US,88768,Female,1999-03-07,751-40-7124,122.532108,-19.533428
469,C_469,I,A,USD,false,1,0,1000000,97498.34,,bank,Allen,Rodriguez,2706 Rodriguez Isle,South Kevinside,PA,US,84909,Male,1963-07-07,823-25-2100,-13.768942,47.538331
470,C_470,I,A,USD,false,1,0,1000000,96602.62,,bank,Marcus,Payne,8409 Wright Prairie Apt. 862,Chandlermouth,VA,US,48282,Male,2009-05-13,371-96-5898,132.920961,7.8170385
471,C_471,I,A,USD,false,1,0,1000000,94948.75,,bank,James,Foster,919 Karen Lock,South Annehaven,FM,US,57698,Male,1977-07-29,677-60-0344,122.278750,34.289924
472,C_472,I,A,USD,true,1,0,1000000,95856.89,,bank,Cynthia,Alexander,0975 William Avenue Suite 918,Johnsonside,OH,US,29180,Female,1916-05-13,051-34-6208,41.673855,18.725705
473,C_473,I,A,USD,false,1,0,1000000,99220.38,,bank,Michelle,Hebert,0327 Olson Shores,South Matthew,IL,US,98394,Female,1982-01-26,745-58-3759,-125.847026,0.0183965
474,C_474,I,A,USD,false,1,0,1000000,94319.41,,bank,Savannah,West,4850 Joel Mews,Webermouth,AZ,US,50829,Female,1917-11-27,875-42-6716,-106.765315,-41.7812245
475,C_475,I,A,USD,false,1,0,1000000,57869.86,,bank,Chelsea,Murphy,3164 Aguirre Roads Apt. 310,Melaniemouth,PW,US,78893,Female,2007-09-14,272-17-2418,174.259840,66.9017895
476,C_476,I,A,USD,false,1,0,1000000,99860.88,,bank,Leslie,Cummings,40494 Brandy Corner,Jenkinsfort,MH,US,48714,Female,1991-09-11,603-21-9394,-14.945702,65.4287085
477,C_477,I,A,USD,false,1,0,1000000,76642.39,,bank,Heather,Ryan,86836 Stephanie Wells,New Jean,OK,US,58562,Female,2004-07-20,588-82-4978,-87.942480,81.3013645
478,C_478,I,A,USD,false,1,0,1000000,78364.68,,bank,Brian,Cruz,996 Patton Streets,Kathymouth,MI,US,75344,Male,1933-01-11,818-97-6027,-176.998832,64.7225475
479,C_479,I,A,USD,false,1,0,1000000,97680.91,,bank,Sergio,Ortiz,352 Davis Locks,Mercadofurt,PR,US,65560,Male,1979-08-20,890-36-0660,-84.921993,62.6661835
480,C_480,I,A,USD,false,1,0,1000000,71244.32,,bank,Pamela,Johnson,693 Randall Parks,East Tracystad,CA,US,42845,Female,2005-12-23,300-92-0663,50.988785,-19.4766915
481,C_481,I,A,USD,false,1,0,1000000,80547.44,,bank,Isaac,Johnson,1880 Davis Square,Millsborough,MP,US,86996,Male,1984-12-16,515-93-7305,101.312717,47.280887
482,C_482,I,A,USD,false,1,0,1000000,89735.83,,bank,Robert,Casey,03044 Murray Loop Suite 167,Terrenceborough,AL,US,74631,Male,1957-02-17,550-27-7013,-145.019028,-6.023011
483,C_483,I,A,USD,false,1,0,1000000,63958.77,,bank,Matthew,Ruiz,067 Laura Branch Apt. 889,New Jason,LA,US,67157,Male,2023-02-06,197-97-8291,116.618427,-28.645524
484,C_484,I,A,USD,false,1,0,1000000,63011.43,,bank,James,Webb,785 Pena Crossroad,West Veronicaside,KS,US,38228,Male,2003-09-08,618-92-6929,16.647560,61.5585625
485,C_485,I,A,USD,false,1,0,1000000,60707.36,,bank,Courtney,Anderson,694 Rebecca Cape,Jessicahaven,CT,US,09516,Female,1954-09-04,384-60-4279,6.376555,-54.143466
486,C_486,I,A,USD,false,1,0,1000000,86670.72,,bank,Rachel,Nelson,09468 Benjamin Path Suite 680,West Nancy,MS,US,50854,Female,2014-02-04,760-63-5281,-18.998680,64.8916215
487,C_487,I,A,USD,false,1,0,1000000,88590.48,,bank,Sarah,Taylor,42016 Kimberly Expressway,Wilsonport,ID,US,35803,Female,1951-09-06,557-17-3786,129.944103,-74.0381175
488,C_488,I,A,USD,false,1,0,1000000,51001.39,,bank,Ariana,Williams,0497 Stewart Walks,Alvarezville,ME,US,81474,Female,1989-06-05,120-69-1016,-154.174565,63.441059
489,C_489,I,A,USD,false,1,0,1000000,70290.81,,bank,Damon,Glenn,7857 Alexander Islands Apt. 660,Lake Kristen,RI,US,76794,Male,1973-05-04,261-25-7905,12.819724,3.6820535
490,C_490,I,A,USD,false,1,0,1000000,68776.31,,bank,Darrell,Bishop,2881 Harrison Ports Apt. 496,North Theresa,OK,US,85346,Male,2003-06-14,232-75-4168,-170.134093,-8.5070395
491,C_491,I,A,USD,false,1,0,1000000,76772.39,,bank,Anthony,Mcintosh,0346 Jennifer Cliff Suite 027,Aaronside,UT,US,11184,Male,1941-11-13,393-57-6237,111.772589,27.897811
492,C_492,I,A,USD,false,1,0,1000000,96362.38,,bank,Amber,Vance,99653 Ward Turnpike,Ashleyhaven,VA,US,24121,Female,1936-01-17,216-62-5272,123.267693,39.6714805
493,C_493,I,A,USD,false,1,0,1000000,93736.24,,bank,Susan,Nelson,975 Salazar Shoals Suite 795,North Annaview,OK,US,96333,Female,1918-11-24,204-83-5422,-83.854039,-31.807388
494,C_494,I,A,USD,false,1,0,1000000,55767.38,,bank,Alison,Moore,3814 Bowen Bypass Suite 228,Fieldsbury,UT,US,54704,Female,2024-10-11,116-03-9037,-30.157938,11.2937935
